conceptId,term,RecordDate,code_list,cond_code,cond_description,cond_short,cond_abbreviation,icd10
421165007,Diabetic oculopathy associated with type I diabetes mellitus (disorder),20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,O240D
363508008,Malignant tumour of intestine,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C180
232325008,Chronic deafness,20201104,cam_cprdcam_hel157_mc_v1_1_oct2018_snomedct,hel157,Hearing loss,Hearing loss,HL,A521D
187996001,Malignant neoplasm of connective and soft tissue of finger,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C491
394989007,Missed childhood immunisations (context-dependent category),20201104,cam_cprdcam_psm173_mc_v1_1_oct2018_snomedct,psm173,Psychoactive substance misuse (NOT ALCOHOL),Psychoactive substance misuse (not alcohol),PSM,#NC
90751000119109,Chronic kidney disease stage 4 due to type 1 diabetes mellitus,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,N298A
21173002,Benign adenoma of prostate,20201104,cam_cprdcam_pro170_mc_v1_1_oct2018_snomedct,pro170,Prostate disorders,Prostate disorders,PSD,D291
73211009,Diabetes mellitus,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,P701
73211009,Diabetes mellitus,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,I792A
39058009,Diabetic amyotrophy,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,G730A
274100004,Cerebral hemorrhage,20201104,cam_cprdcam_str130_mc_v1_1_oct2018_snomedct,str130,Stroke & transient ischaemic attack,Stroke & transient ischaemic attack,STR,I614
422034002,Diabetic retinopathy associated with type II diabetes mellitus (disorder),20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,O241
33449004,Personality disorder,20201104,cam_cprdcam_anx140_mc_v1_1_oct2018_snomedct,anx140,"Anxiety & other neurotic, stress related & somatoform disorders",Anxiety,ANX,F606
33449004,Personality disorder,20201104,cam_cprdcam_anx140_mc_v1_1_oct2018_snomedct,anx140,"Anxiety & other neurotic, stress related & somatoform disorders",Anxiety,ANX,F628
19429009,Chronic ulcer of skin,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,L892
195136004,Rheumatoid myocarditis,20201104,cam_cprdcam_rhe174_mc_v1_1_oct2018_snomedct,rhe174,"Rheumatoid arthritis, other inflammatory polyarthropathies & systematic connective tissue disorders",Rheumatoid arthritis,RHE,I418A
266228004,Essential hypertension NOS,20201104,cam_cprdcam_hyp159_mc_v1_1_oct2018_snomedct,hyp159,Hypertension,Hypertension,HYP,P000
28670008,Esophageal varices,20201104,cam_cprdcam_cld148_mc_v1_1_oct2018_snomedct,cld148,Chronic Liver Disease and Viral Hepatitis,Chronic Liver Disease,CLD,K711
160855009,Partner retires,20201104,cam_cprdcam_psm173_mc_v1_1_oct2018_snomedct,psm173,Psychoactive substance misuse (NOT ALCOHOL),Psychoactive substance misuse (not alcohol),PSM,#NIS
706882009,Hypertensive crisis (disorder),20201104,cam_cprdcam_hyp159_mc_v1_1_oct2018_snomedct,hyp159,Hypertension,Hypertension,HYP,I10X
129181000119109,Chronic kidney disease stage 2 due to hypertension,20201104,cam_cprdcam_hyp159_mc_v1_1_oct2018_snomedct,hyp159,Hypertension,Hypertension,HYP,I120
1711000119101,Nocturia associated with benign prostatic hypertrophy,20201104,cam_cprdcam_pro170_mc_v1_1_oct2018_snomedct,pro170,Prostate disorders,Prostate disorders,PSD,N40X
702344008,Pitt-Hopkins syndrome,20201104,cam_cprdcam_lea163_mc_v1_1_oct2018_snomedct,lea163,Learning disability,Learning disability,LD,Q870
269475001,Malignant neoplasm of lymphatic and haemopoietic tissue,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C829
372130007,Malignant neoplasm of skin (disorder),20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C449
397540003,Visual impairment (disorder),20201104,cam_cprdcam_bli144_mc_v1_1_oct2018_snomedct,bli144,Blindness and low vision,Blindness and low vision,BLI,H540
160441007,FH: Sister alive with problem,20201104,cam_cprdcam_psm173_mc_v1_1_oct2018_snomedct,psm173,Psychoactive substance misuse (NOT ALCOHOL),Psychoactive substance misuse (not alcohol),PSM,#NIS
49158009,Emphysema,20201104,cam_cprdcam_cop151_mc_v1_1_oct2018_snomedct,cop151,COPD,COPD,COPD,J439
266987004,H/O: malignant neoplasm (*),20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,Z857
781000119106,Diabetic neuropathic arthropathy associated with type 2 diabetes mellitus,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,#NEW
264008,Blind hypertensive eye,20201104,cam_cprdcam_bli144_mc_v1_1_oct2018_snomedct,bli144,Blindness and low vision,Blindness and low vision,BLI,H445
267383000,Diabetes mellitus with peripheral circulatory disorder,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E125D
85919009,Disease of intestine,20201104,cam_cprdcam_div154_mc_v1_1_oct2018_snomedct,div154,Diverticular disease of intestine,Diverticular disease of intestine,DIV,K638
94047004,Malignant neoplasm of skin,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C449
721000119107,Diabetic stage 4 chronic renal impairment associated with type 2 diabetes mellitus,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,N184
314892000,Type I diabetes mellitus with peripheral angiopathy,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E105D
49455004,Diabetic polyneuropathy,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,O244
701000119103,Mixed hyperlipidaemia associated with type II diabetes mellitus,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E782
120731000119103,Hypoglycemia due to type 2 diabetes mellitus (disorder),20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E118
198941007,"Hypertension complicating pregnancy, childbirth and the puerperium",20201104,cam_cprdcam_hyp159_mc_v1_1_oct2018_snomedct,hyp159,Hypertension,Hypertension,HYP,O102
198941007,"Hypertension complicating pregnancy, childbirth and the puerperium",20201104,cam_cprdcam_hyp159_mc_v1_1_oct2018_snomedct,hyp159,Hypertension,Hypertension,HYP,O100
698593009,History of non-ST segment elevation myocardial infarction (situation),20201104,cam_cprdcam_chd126_mc_v1_1_oct2018_snomedct,chd126,Coronary heart disease,Coronary heart disease,CHD,Z867
193183000,Acute painful diabetic neuropathy,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,O243D
31956009,Cocaine dependence,20201104,cam_cprdcam_psm173_mc_v1_1_oct2018_snomedct,psm173,Psychoactive substance misuse (NOT ALCOHOL),Psychoactive substance misuse (not alcohol),PSM,F142
84017003,Bursitis,20201104,cam_cprdcam_rhe174_mc_v1_1_oct2018_snomedct,rhe174,"Rheumatoid arthritis, other inflammatory polyarthropathies & systematic connective tissue disorders",Rheumatoid arthritis,RHE,M709
402433007,Nailfold/finger-pulp infarcts in rheumatoid disease (disorder),20201104,cam_cprdcam_rhe174_mc_v1_1_oct2018_snomedct,rhe174,"Rheumatoid arthritis, other inflammatory polyarthropathies & systematic connective tissue disorders",Rheumatoid arthritis,RHE,M053D
93198004,Malignant lymphoma of spleen,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C865
93198004,Malignant lymphoma of spleen,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C852
188321006,Malignant neoplasm of peripheral nerves and autonomic nervous system,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C478
46206005,Mood disorder,20201104,cam_cprdcam_scz175_mc_v1_1_oct2018_snomedct,scz175,Schizophrenia (and related non-organic psychosis) or bipolar disorder,Schizophrenia,SCZ,F148
231437006,Reactive psychoses,20201104,cam_cprdcam_scz175_mc_v1_1_oct2018_snomedct,scz175,Schizophrenia (and related non-organic psychosis) or bipolar disorder,Schizophrenia,SCZ,F239
370220003,Occasional asthma (finding),20201104,cam_cprdcam_ast142_mc_v1_1_oct2018_snomedct,ast142,Asthma (currently treated),Asthma,AST,J459
187881004,"Malignant neoplasm of thymus, heart and mediastinum",20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C384
19378003,Diabetic pseudotabes,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E114D
129151000119102,Chronic kidney disease stage 4 due to hypertension,20201104,cam_cprdcam_hyp159_mc_v1_1_oct2018_snomedct,hyp159,Hypertension,Hypertension,HYP,I129
288255006,Maternal surgical operation,20201104,cam_cprdcam_psm173_mc_v1_1_oct2018_snomedct,psm173,Psychoactive substance misuse (NOT ALCOHOL),Psychoactive substance misuse (not alcohol),PSM,#NC
93773005,Malignant neoplasm of dorsal surface of tongue,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C020
93773005,Malignant neoplasm of dorsal surface of tongue,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,M8000/3
403515007,Scleroderma-associated hypermelanosis (disorder),20201104,cam_cprdcam_rhe174_mc_v1_1_oct2018_snomedct,rhe174,"Rheumatoid arthritis, other inflammatory polyarthropathies & systematic connective tissue disorders",Rheumatoid arthritis,RHE,L940
448668007,Malignant neoplasm of mandible (disorder),20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C795
771000119108,Chronic renal impairment associated with type II diabetes mellitus,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,N184
771000119108,Chronic renal impairment associated with type II diabetes mellitus,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,N181
190345009,"Diabetes mellitus, juvenile type, with ophthalmic manifestation",20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,H360A
15781000119107,Hypertensive heart AND chronic kidney disease with congestive heart failure,20201104,cam_cprdcam_hyp159_mc_v1_1_oct2018_snomedct,hyp159,Hypertension,Hypertension,HYP,N183
162722001,O/E - depressed,20201104,cam_cprdcam_scz175_mc_v1_1_oct2018_snomedct,scz175,Schizophrenia (and related non-organic psychosis) or bipolar disorder,Schizophrenia,SCZ,F339
26889001,Myositis,20201104,cam_cprdcam_rhe174_mc_v1_1_oct2018_snomedct,rhe174,"Rheumatoid arthritis, other inflammatory polyarthropathies & systematic connective tissue disorders",Rheumatoid arthritis,RHE,M600D
72061000119104,Osteomyelitis due to type 2 diabetes mellitus (disorder),20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,M863
93135004,Letterer-Siwe disease of intrathoracic lymph nodes,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C960
704244005,Pathological fracture of ulna due to neoplastic disease (disorder),20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,M907A
1085751000119100,Abscess of intestine co-occurrent and due to Crohn's disease of large intestine (disorder),20201104,cam_cprdcam_ibd160_mc_v1_1_oct2018_snomedct,ibd160,Inflammatory bowel disease,Inflammatory bowel disease,IBD,K501
235856003,Hepatopathy,20201104,cam_cprdcam_cld148_mc_v1_1_oct2018_snomedct,cld148,Chronic Liver Disease and Viral Hepatitis,Chronic Liver Disease,CLD,K730
235856003,Hepatopathy,20201104,cam_cprdcam_cld148_mc_v1_1_oct2018_snomedct,cld148,Chronic Liver Disease and Viral Hepatitis,Chronic Liver Disease,CLD,K741
433228003,Deformity of foot due to rheumatoid arthritis (finding),20201104,cam_cprdcam_rhe174_mc_v1_1_oct2018_snomedct,rhe174,"Rheumatoid arthritis, other inflammatory polyarthropathies & systematic connective tissue disorders",Rheumatoid arthritis,RHE,M061
190372001,Type I diabetes mellitus maturity onset,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E103
70272006,Malignant hypertension,20201104,cam_cprdcam_hyp159_mc_v1_1_oct2018_snomedct,hyp159,Hypertension,Hypertension,HYP,I132
290621000119101,Cognitive deficit due to and following cerebrovascular disease (disorder),20201104,cam_cprdcam_str130_mc_v1_1_oct2018_snomedct,str130,Stroke & transient ischaemic attack,Stroke & transient ischaemic attack,STR,R418
239796000,Juvenile chronic arthritis,20201104,cam_cprdcam_rhe174_mc_v1_1_oct2018_snomedct,rhe174,"Rheumatoid arthritis, other inflammatory polyarthropathies & systematic connective tissue disorders",Rheumatoid arthritis,RHE,M090A
312979000,"Acquired blindness, one eye",20201104,cam_cprdcam_bli144_mc_v1_1_oct2018_snomedct,bli144,Blindness and low vision,Blindness and low vision,BLI,S059
11061003,Psychoactive substance use disorder,20201104,cam_cprdcam_psm173_mc_v1_1_oct2018_snomedct,psm173,Psychoactive substance misuse (NOT ALCOHOL),Psychoactive substance misuse (not alcohol),PSM,F153
408414006,O/E - left eye proliferative diabetic retinopathy (context-dependent category),20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E133D
91388009,Psychoactive substance abuse,20201104,cam_cprdcam_psm173_mc_v1_1_oct2018_snomedct,psm173,Psychoactive substance misuse (NOT ALCOHOL),Psychoactive substance misuse (not alcohol),PSM,F138
91388009,Psychoactive substance abuse,20201104,cam_cprdcam_psm173_mc_v1_1_oct2018_snomedct,psm173,Psychoactive substance misuse (NOT ALCOHOL),Psychoactive substance misuse (not alcohol),PSM,F195
91388009,Psychoactive substance abuse,20201104,cam_cprdcam_dem131_mc_v1_1_oct2018_snomedct,dem131,Dementia,Dementia,DEM,F136
190388001,Type II diabetes mellitus with multiple complications,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E121
31011000119107,Prostate cancer screening declined (situation),20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,Z532
427432001,Paralytic syndrome as late effect of thalamic stroke (disorder),20201104,cam_cprdcam_str130_mc_v1_1_oct2018_snomedct,str130,Stroke & transient ischaemic attack,Stroke & transient ischaemic attack,STR,G831
13200003,Peptic ulcer,20201104,cam_cprdcam_pep135_mc_v1_1_oct2018_snomedct,pep135,Peptic Ulcer Disease,Peptic Ulcer Disease,PUD,P788
441887006,Monoplegia of lower limb as late effect of cerebrovascular disease,20201104,cam_cprdcam_str130_mc_v1_1_oct2018_snomedct,str130,Stroke & transient ischaemic attack,Stroke & transient ischaemic attack,STR,I690
414545008,coronary_heart_disease_not_otherwise_specified,"",cam_cprdcam_chd126_mc_v1_1_oct2018_snomedct,chd126,Coronary heart disease,Coronary heart disease,CHD,I256
232023006,Diabetic traction retinal detachment,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,O249
408417004,Type 2 diabetes mellitus with exudative maculopathy (disorder),20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,H360A
93524003,"Hodgkin's disease of lymph nodes of head, face AND/OR neck",20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C817
266987004,H/O: malignant neoplasm (*),20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,Z859
236003008,Cardiac ascites,20201104,cam_cprdcam_hef158_mc_v1_1_oct2018_snomedct,hef158,Heart failure,Heart failure,HF,P290
190360007,Other specified diabetes mellitus with peripheral circulatory complications,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,I792A
71441000119104,Nephrotic syndrome due to type 2 diabetes mellitus,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,O241
408415007,O/E - right eye diabetic maculopathy (context-dependent category),20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,#NC
102912007,Thanatophobia,20201104,cam_cprdcam_anx140_mc_v1_1_oct2018_snomedct,anx140,"Anxiety & other neurotic, stress related & somatoform disorders",Anxiety,ANX,#NC
109885001,Overlapping malignant neoplasm of vulva,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C518
201252003,Mixed diabetic ulcer - foot,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,O243
399872003,Severe nonproliferative diabetic retinopathy with clinically significant macular edema (disorder),20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,H358
441991000,Hemiparesis as late effect of cerebrovascular accident,20201104,cam_cprdcam_str130_mc_v1_1_oct2018_snomedct,str130,Stroke & transient ischaemic attack,Stroke & transient ischaemic attack,STR,G810
194866002,Rupture of chordae tendinae as current complication following acute myocardial infarction,20201104,cam_cprdcam_chd126_mc_v1_1_oct2018_snomedct,chd126,Coronary heart disease,Coronary heart disease,CHD,I234
93192003,Malignant lymphoma of intrapelvic lymph nodes,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C814
218813003,Adverse reaction to levallorphan,20201104,cam_cprdcam_psm173_mc_v1_1_oct2018_snomedct,psm173,Psychoactive substance misuse (NOT ALCOHOL),Psychoactive substance misuse (not alcohol),PSM,#NEW
218813003,Adverse reaction to levallorphan,20201104,cam_cprdcam_psm173_mc_v1_1_oct2018_snomedct,psm173,Psychoactive substance misuse (NOT ALCOHOL),Psychoactive substance misuse (not alcohol),PSM,Y501
195967001,Airway hyperreactivity,20201104,cam_cprdcam_ast142_mc_v1_1_oct2018_snomedct,ast142,Asthma (currently treated),Asthma,AST,I501
39127005,Symmetric diabetic proximal motor neuropathy,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E114D
413844008,Chronic myocardial ischemia (disorder),20201104,cam_cprdcam_chd126_mc_v1_1_oct2018_snomedct,chd126,Coronary heart disease,Coronary heart disease,CHD,I251
457642007,Obstruction of pulmonary valve due to tumor,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,I370
73211009,Diabetes mellitus,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E123
86041002,Pre-existing hypertension in obstetric context,20201104,cam_cprdcam_hyp159_mc_v1_1_oct2018_snomedct,hyp159,Hypertension,Hypertension,HYP,O109
290038001,Fit ear mould,20201104,cam_cprdcam_hel157_mc_v1_1_oct2018_snomedct,hel157,Hearing loss,Hearing loss,HL,#NIS
